student_id,age,gender,program,prior_gpa,total_logins,avg_session_duration,time_spent_on_materials,num_forum_posts,num_forum_replies,late_submissions,quiz_attempts,quiz_scores_avg,assignment_scores_avg,final_exam_score,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,student_performance
S2260,35,Male,BSc,2.74,113,12.6,28.61,14,8,1,6,76.36,65.07,74.63,0.016,0.973,0.881,0.815,0.812,Fail
S2261,23,Male,Diploma,2.85,113,31.91,21.81,13,9,5,6,44.3,75.4,60.21,0.834,0.434,0.792,0.367,0.848,Pass
S2262,20,Male,MSc,2.72,124,50.33,44.02,10,9,0,1,60.03,49.32,59.51,0.618,0.358,0.745,0.243,0.965,Fail
S2263,39,Other,MSc,3.6,111,39.3,18.96,11,12,1,9,60.37,59.86,60.17,0.665,0.401,0.551,0.738,0.797,Pass
S2264,28,Female,BSc,3.05,123,40.32,8.57,19,6,2,4,70.9,87.58,82.12,0.975,0.209,0.504,0.091,0.082,Fail
S2265,32,Other,Diploma,3.14,110,20.03,25.03,21,10,3,6,82.6,91.36,85.08,0.104,0.26,0.696,0.861,0.436,Pass
S2266,39,Other,BSc,3.71,135,27.19,40.33,15,6,2,8,78.11,64.32,90.94,0.555,0.206,0.791,0.888,0.486,Pass
S2267,22,Male,Diploma,3.61,124,52.26,6.39,9,20,3,1,74.25,58.66,47.01,0.161,0.005,0.536,0.498,0.926,Fail
S2268,37,Male,MSc,2.26,134,14.39,31.36,12,9,1,8,57.49,80.9,41.03,0.036,0.149,0.198,0.547,0.285,Pass
S2269,27,Female,BSc,3.43,119,52.9,31.75,16,12,1,6,90.34,83.07,54.16,0.206,0.514,0.041,0.975,0.861,Fail
S2270,29,Female,BSc,2.87,127,34.18,46.78,16,18,5,1,87.12,99.03,59.43,0.272,0.336,0.246,0.928,0.653,Pass
S2271,32,Male,MSc,2.59,108,51.86,17.89,18,12,5,9,51.02,81.84,79.13,0.521,0.509,0.166,0.963,0.915,Fail
S2272,34,Male,BSc,2.1,132,25.9,17.55,19,12,1,9,79.31,54.41,83.06,0.952,0.291,0.477,0.519,0.49,Pass
S2273,27,Female,Diploma,2.97,122,26.94,24.82,11,6,5,8,94.4,43.6,98.89,0.019,0.833,0.747,0.475,0.267,Pass
S2274,23,Female,BSc,2.71,118,47.58,21.06,12,10,4,7,66.14,55.46,56.48,0.635,0.138,0.997,0.125,0.058,Pass
S2275,35,Male,BSc,2.5,128,49.25,38.14,12,5,0,1,95.49,53.6,58.18,0.612,0.463,0.719,0.128,0.364,Fail
S2276,30,Female,BSc,3.39,114,21.48,33.88,17,11,4,1,41.32,45.57,67.95,0.501,0.447,0.583,0.102,0.504,Fail
S2277,20,Female,BSc,3.54,117,58.64,39.15,17,13,2,8,70.97,66.66,87.42,0.555,0.881,0.571,0.547,0.812,Pass
S2278,27,Female,BSc,2.49,124,14.22,41.9,18,9,0,8,55.38,57.29,76.27,0.065,0.648,0.812,0.095,0.812,Fail
S2279,31,Male,BSc,2.1,124,13.43,46.53,16,15,1,1,55.73,95.51,70.09,0.787,0.001,0.246,0.151,0.511,Fail
S2280,23,Female,MSc,3.7,129,39.78,24.39,15,8,1,8,92.65,64.23,75.37,0.914,0.603,0.602,0.123,0.666,Fail
S2281,20,Male,BSc,2.02,125,46.14,49.31,18,13,1,8,58.69,92.6,62.51,0.888,0.429,0.682,0.295,0.269,Pass
S2282,33,Male,Diploma,3.87,120,58.04,14.7,14,4,3,3,41.4,58.4,83.13,0.185,0.242,0.343,0.567,0.781,Pass
S2283,24,Female,MSc,3.26,107,30.25,37.15,14,10,2,1,72.38,89.89,35.27,0.29,0.168,0.45,0.79,0.389,Pass
S2284,37,Female,Diploma,2.64,144,11.26,29.03,22,11,4,3,98.25,67.27,65.63,0.913,0.248,0.758,0.468,0.107,Pass
S2285,31,Male,BSc,2.49,124,40.14,41.76,11,14,5,8,44.75,41.94,86.46,0.281,0.858,0.006,0.756,0.811,Pass
S2286,26,Female,BSc,2.02,131,24.48,26.45,19,11,2,8,57.18,69.22,51.18,0.12,0.962,0.872,0.179,0.241,Fail
S2287,32,Female,BSc,2.47,128,31.65,40.28,21,10,3,7,68.17,53.61,89.04,0.818,0.546,0.923,0.979,0.343,Fail
S2288,38,Female,MSc,2.28,121,34.42,46.86,10,6,3,2,89.83,58.45,84.8,0.097,0.704,0.923,0.165,0.985,Pass
S2289,20,Female,Diploma,3.22,114,13.23,37.95,22,16,2,5,56.13,81.06,70.65,0.196,0.086,0.496,0.806,0.354,Fail
S2290,19,Female,BSc,2.33,136,34.3,39.92,7,9,3,8,60.62,71.77,47.65,0.332,0.197,0.986,0.342,0.666,Pass
S2291,19,Female,BSc,3.06,128,31.32,8.02,13,11,5,3,63.07,93.32,90.28,0.132,0.45,0.796,0.97,0.177,Fail
S2292,20,Male,Diploma,3.18,95,45.63,14.22,18,10,0,6,62.78,96.16,32.1,0.095,0.988,0.554,0.345,0.96,Fail
S2293,35,Male,BSc,2.6,126,42.28,48.84,11,14,1,2,52.02,81.46,71.48,0.39,0.232,0.804,0.314,0.322,Pass
S2294,31,Male,MSc,2.07,125,19.26,36.19,7,11,4,8,94.94,91.81,84.78,0.445,0.693,0.842,0.226,0.362,Pass
S2295,37,Female,MSc,2.07,116,20.31,30.27,16,9,3,9,87.57,51.7,63.98,0.496,0.026,0.697,0.566,0.134,Fail
S2296,35,Female,Diploma,2.05,108,22.55,21.51,12,10,4,1,98.54,44.76,37.2,0.13,0.895,0.683,0.388,0.338,Fail
S2297,27,Male,BSc,3.48,93,18.95,7.0,9,9,1,4,62.26,59.98,88.38,0.317,0.655,0.179,0.987,0.687,Pass
S2298,19,Male,BSc,2.64,116,42.86,21.61,14,10,5,6,42.72,59.54,93.64,0.127,0.138,0.648,0.383,0.66,Pass
S2299,39,Female,MSc,3.59,125,59.72,27.45,13,5,2,2,46.93,79.91,69.43,0.723,0.538,0.257,0.551,0.422,Pass
S2300,18,Male,Diploma,2.86,125,42.61,14.52,10,8,5,6,61.45,90.42,85.1,0.89,0.74,0.619,0.04,0.99,Pass
S2301,21,Female,BSc,2.91,108,40.33,12.79,12,7,1,7,94.66,57.81,72.75,0.566,0.259,0.592,0.818,0.539,Pass
S2302,31,Male,BSc,3.03,124,30.5,27.88,11,7,4,6,98.87,65.49,70.13,0.777,0.413,0.59,0.422,0.528,Fail
S2303,18,Female,MSc,3.43,117,25.63,31.37,10,17,0,8,89.32,46.3,39.15,0.168,0.599,0.979,0.765,0.32,Pass
S2304,31,Other,Diploma,2.55,110,55.55,15.8,16,4,2,5,54.31,64.76,60.58,0.864,0.896,0.177,0.053,0.572,Fail
S2305,33,Male,Diploma,2.24,109,58.45,31.43,15,11,3,3,79.58,52.86,77.52,0.476,0.715,0.293,0.38,0.264,Pass
S2306,39,Female,Diploma,3.11,115,34.84,45.52,15,4,0,2,75.8,62.95,61.81,0.292,0.009,0.511,0.473,0.356,Pass
S2307,31,Male,BSc,2.65,111,24.51,26.29,10,16,1,2,89.4,55.98,73.24,0.54,0.392,0.433,0.002,0.066,Pass
S2308,37,Female,BSc,2.88,122,48.51,43.58,18,9,4,2,70.58,88.52,92.64,0.151,0.184,0.452,0.875,0.406,Pass
S2309,20,Female,MSc,3.29,109,16.62,46.73,14,6,4,5,59.09,40.24,55.64,0.627,0.026,0.855,0.113,0.284,Pass
S2310,20,Male,Diploma,2.99,123,48.28,9.16,17,15,4,4,41.16,60.32,87.99,0.817,0.265,0.258,0.603,0.903,Pass
S2311,26,Female,BSc,3.24,117,50.95,9.31,25,9,1,2,87.7,98.15,32.03,0.214,0.621,0.6,0.66,0.947,Pass
S2312,23,Female,BSc,3.09,119,16.25,26.42,16,11,2,5,71.81,80.74,89.69,0.166,0.654,0.182,0.314,0.39,Fail
S2313,30,Male,MSc,3.48,120,58.84,31.46,19,12,3,7,72.05,86.33,37.47,0.835,0.054,0.734,0.913,0.079,Pass
S2314,38,Male,BSc,3.41,122,59.28,24.16,17,9,0,5,97.42,91.59,52.5,0.791,0.108,0.963,0.815,0.695,Pass
S2315,19,Female,BSc,3.07,107,56.84,19.69,14,5,1,8,69.17,61.71,65.94,0.55,0.921,0.119,0.122,0.822,Pass
S2316,25,Female,MSc,3.36,120,34.8,33.84,23,13,4,6,58.95,43.96,75.5,0.482,0.845,0.391,0.452,0.332,Fail
S2317,38,Female,MSc,3.75,117,22.3,5.09,13,9,3,9,60.39,64.64,96.72,0.951,0.465,0.755,0.696,0.235,Pass
S2318,19,Female,MSc,2.86,132,39.1,48.56,17,15,4,5,40.7,79.16,51.49,0.914,0.545,0.856,0.832,0.059,Pass
S2319,21,Female,BSc,2.83,115,31.0,15.44,24,13,1,8,47.34,62.25,35.97,0.62,0.789,0.906,0.506,0.751,Pass
S2320,32,Male,MSc,3.53,125,20.3,46.27,14,11,4,6,42.63,66.9,62.12,0.97,0.828,0.854,0.407,0.092,Pass
S2321,21,Female,MSc,3.17,133,31.18,9.91,18,14,1,7,54.6,89.53,54.17,0.966,0.696,0.171,0.974,0.716,Pass
S2322,30,Other,MSc,2.14,144,43.19,15.71,11,8,4,8,43.88,42.17,72.01,0.09,0.171,0.865,0.954,0.365,Fail
S2323,29,Female,MSc,3.78,106,13.55,15.57,13,9,1,4,59.87,60.08,94.59,0.413,0.395,0.835,0.453,0.375,Pass
S2324,30,Male,BSc,2.06,86,26.67,49.83,16,7,4,4,47.57,69.3,75.04,0.622,0.491,0.533,0.407,0.461,Fail
S2325,31,Male,BSc,3.5,117,10.89,5.21,27,6,3,6,95.08,57.95,70.46,0.036,0.926,0.031,0.773,0.298,Pass
S2326,37,Male,BSc,3.52,134,47.47,33.78,5,10,3,2,96.3,66.75,47.23,0.112,0.61,0.707,0.63,0.576,Pass
S2327,35,Male,BSc,3.91,122,42.03,44.14,15,3,4,9,76.21,64.11,48.53,0.536,0.541,0.865,0.09,0.157,Fail
S2328,23,Male,MSc,2.11,110,13.13,35.25,15,10,4,8,88.33,95.43,60.53,0.813,0.303,0.772,0.353,0.925,Pass
S2329,28,Female,Diploma,3.19,129,58.24,21.32,13,11,1,2,80.63,69.59,92.39,0.281,0.427,0.159,0.667,0.403,Fail
S2330,19,Female,MSc,2.86,134,11.13,48.12,19,8,1,1,88.67,68.58,70.56,0.941,0.016,0.388,0.024,0.329,Pass
S2331,36,Male,MSc,2.66,111,39.5,45.21,16,7,1,4,78.39,55.27,64.63,0.38,0.258,0.256,0.26,0.266,Pass
S2332,36,Female,BSc,2.18,124,48.82,24.53,16,12,2,4,65.81,42.78,67.98,0.282,0.851,0.039,0.989,0.282,Fail
S2333,22,Male,BSc,3.13,127,49.39,30.8,17,10,4,2,92.43,57.97,88.36,0.028,0.175,0.942,0.998,0.247,Fail
S2334,36,Male,BSc,2.96,123,11.71,48.54,19,9,5,5,66.28,41.63,77.45,0.225,0.836,0.914,0.65,0.936,Fail
S2335,19,Male,BSc,2.21,124,55.32,49.22,10,9,4,3,63.77,89.61,94.92,0.95,0.76,0.349,0.149,0.518,Pass
S2336,27,Female,BSc,3.22,124,55.92,25.24,9,9,4,3,77.46,52.26,70.72,0.29,0.119,0.394,0.48,0.662,Fail
S2337,19,Male,MSc,3.48,140,38.07,43.13,13,9,4,3,96.28,94.67,43.72,0.221,0.868,0.185,0.997,0.557,Fail
S2338,28,Male,Diploma,3.53,102,34.1,18.59,15,6,1,4,66.53,93.15,31.31,0.147,0.834,0.254,0.188,0.135,Pass
S2339,35,Male,BSc,3.81,112,12.24,21.73,16,13,1,5,74.5,79.88,52.2,0.551,0.879,0.897,0.786,0.581,Pass
S2340,32,Female,BSc,2.82,113,38.1,12.42,14,12,2,4,69.54,91.75,34.39,0.53,0.374,0.044,0.837,0.999,Fail
S2341,26,Male,MSc,3.91,121,30.47,14.41,18,12,1,9,94.58,92.67,58.49,0.921,0.933,0.333,0.099,0.872,Pass
S2342,36,Female,BSc,3.73,127,48.64,34.56,15,8,5,4,80.6,86.58,43.15,0.764,0.39,0.834,0.139,0.651,Pass
S2343,26,Female,Diploma,2.59,130,30.19,27.99,18,9,4,7,65.18,70.48,58.34,0.953,0.91,0.761,0.267,0.103,Fail
S2344,20,Female,MSc,2.32,130,44.18,15.4,21,9,4,5,76.41,97.0,57.94,0.325,0.617,0.317,0.413,0.404,Pass
S2345,38,Other,Diploma,2.87,126,15.07,23.13,18,10,0,9,49.36,89.06,49.34,0.336,0.923,0.32,0.994,0.209,Pass
S2346,26,Male,BSc,2.8,125,16.65,21.79,12,9,1,9,60.52,47.62,75.7,0.873,0.732,0.669,0.445,0.817,Fail
S2347,31,Male,MSc,3.15,133,16.99,49.43,18,11,0,8,84.17,65.19,60.34,0.492,0.136,0.28,0.182,0.57,Pass
S2348,36,Female,BSc,3.17,107,12.28,43.41,20,9,4,6,73.74,72.38,92.54,0.655,0.336,0.04,0.659,0.062,Pass
S2349,24,Female,MSc,3.5,128,37.07,22.46,13,8,1,6,58.86,71.76,35.33,0.966,0.887,0.831,0.368,0.745,Fail
S2350,33,Female,BSc,3.02,123,49.7,46.13,9,9,4,2,61.74,62.77,58.74,0.046,0.09,0.495,0.587,0.767,Fail
S2351,33,Female,BSc,2.21,128,40.52,20.42,18,10,0,7,88.59,71.9,84.32,0.298,0.543,0.063,0.471,0.671,Pass
S2352,18,Female,MSc,3.72,120,38.75,35.06,15,11,0,9,72.45,45.58,64.62,0.99,0.768,0.995,0.498,0.433,Pass
S2353,21,Other,MSc,2.62,112,44.03,48.5,6,7,3,9,54.33,79.31,97.63,0.834,0.462,0.756,0.995,0.725,Pass
S2354,21,Other,Diploma,3.94,113,26.98,22.56,17,6,3,2,57.81,69.86,42.24,0.014,0.18,0.276,0.822,0.932,Fail
S2355,24,Female,MSc,2.24,114,28.1,35.59,16,15,1,9,68.07,87.26,52.12,0.65,0.088,0.5,0.859,0.362,Pass
S2356,25,Male,MSc,3.92,124,25.71,18.32,11,9,1,7,85.77,81.6,38.13,0.065,0.78,0.657,0.467,0.85,Pass
S2357,34,Female,BSc,2.18,128,45.61,16.98,9,7,1,5,99.85,46.77,47.27,0.85,0.701,0.942,0.454,0.729,Fail
S2358,22,Male,MSc,2.46,88,18.08,30.84,13,16,1,5,51.15,61.04,77.08,0.831,0.636,0.553,0.732,0.355,Pass
S2359,24,Male,MSc,2.09,130,10.65,49.07,18,9,1,6,85.3,84.17,64.09,0.366,0.977,0.119,0.842,0.789,Fail
S2360,37,Female,Diploma,3.41,122,39.81,25.39,18,9,1,8,77.03,60.21,41.34,0.054,0.704,0.094,0.211,0.958,Fail
S2361,37,Male,Diploma,3.7,112,57.12,47.19,19,12,5,2,71.87,74.01,63.23,0.362,0.057,0.521,0.206,0.426,Pass
S2362,21,Male,BSc,2.87,120,40.47,46.15,10,3,1,3,97.99,97.68,89.32,0.102,0.096,0.504,0.336,0.155,Pass
S2363,23,Male,Diploma,3.86,132,49.15,16.42,23,16,0,7,59.37,44.8,60.79,0.58,0.062,0.753,0.051,0.97,Fail
S2364,24,Female,BSc,3.18,120,43.64,23.08,22,10,0,3,50.62,51.42,30.93,0.736,0.897,0.44,0.058,0.229,Pass
S2365,35,Female,BSc,3.26,110,34.87,33.95,22,10,0,1,92.66,68.84,33.84,0.971,0.619,0.228,0.483,0.317,Pass
S2366,22,Female,MSc,3.69,133,45.92,28.31,13,8,5,6,44.12,84.31,60.67,0.49,0.837,0.223,0.399,0.446,Fail
S2367,37,Male,BSc,2.59,130,51.21,9.32,18,10,4,7,89.03,59.81,71.53,0.587,0.078,0.207,0.398,0.809,Pass
S2368,20,Female,MSc,2.71,131,21.24,49.72,18,10,2,9,75.35,47.05,92.06,0.187,0.882,0.339,0.254,0.409,Pass
S2369,24,Female,BSc,3.81,109,26.81,38.87,15,8,4,1,49.84,58.95,98.74,0.554,0.734,0.477,0.818,0.819,Pass
S2370,39,Male,BSc,3.8,126,21.19,24.7,12,7,1,9,53.64,78.67,98.63,0.002,0.792,0.443,0.967,0.82,Fail
S2371,31,Male,MSc,3.95,118,32.61,32.82,19,12,2,7,49.35,87.55,69.05,0.384,0.635,0.194,0.29,0.202,Pass
S2372,24,Male,MSc,3.8,121,54.25,8.94,15,14,0,8,83.1,98.62,32.5,0.751,0.008,0.407,0.838,0.709,Pass
S2373,22,Other,Diploma,2.25,108,27.26,27.29,12,18,0,3,48.84,85.68,44.94,0.422,0.633,0.432,0.844,0.573,Pass
S2374,39,Female,MSc,3.65,131,28.72,46.89,24,16,3,5,80.88,69.54,60.4,0.633,0.989,0.77,0.286,0.773,Pass
S2375,22,Other,MSc,2.82,121,53.02,45.35,19,10,1,3,47.69,57.56,91.58,0.928,0.295,0.817,0.238,0.434,Fail
S2376,19,Male,BSc,3.98,129,35.77,20.18,15,10,1,7,88.14,95.65,31.51,0.69,0.244,0.187,0.463,0.783,Pass
S2377,38,Female,BSc,2.94,133,36.77,28.91,14,9,3,2,95.17,72.05,65.65,0.596,0.701,0.689,0.544,0.316,Pass
S2378,39,Female,BSc,3.11,125,53.04,36.38,11,11,4,6,73.56,81.33,75.74,0.422,0.381,0.079,0.898,0.642,Fail
S2379,23,Female,MSc,3.06,121,34.53,20.3,16,6,3,2,97.97,68.35,50.18,0.857,0.776,0.068,0.216,0.951,Pass
S2380,32,Other,MSc,2.64,125,44.08,7.92,9,13,5,9,63.42,54.53,52.1,0.462,0.812,0.575,0.824,0.735,Fail
S2381,38,Male,BSc,2.15,117,14.28,27.74,11,5,1,6,54.68,72.82,57.19,0.28,0.991,0.491,0.585,0.54,Pass
S2382,27,Male,MSc,3.79,116,18.93,32.07,16,8,5,5,50.64,90.39,49.22,0.885,0.28,0.062,0.428,0.918,Fail
S2383,24,Female,MSc,3.61,100,30.22,5.26,7,8,5,6,68.74,63.0,60.6,0.439,0.278,0.618,0.738,0.463,Pass
S2384,22,Female,BSc,2.28,120,34.74,9.3,18,15,5,6,47.84,80.12,41.07,0.38,0.365,0.421,0.843,0.483,Pass
S2385,18,Female,BSc,3.55,116,58.29,14.33,13,13,0,6,92.55,42.54,43.95,0.314,0.182,0.283,0.463,0.548,Fail
S2386,30,Male,Diploma,3.25,123,58.53,20.66,16,8,3,6,87.09,96.19,32.6,0.621,0.071,0.613,0.352,0.257,Fail
S2387,38,Female,MSc,2.82,115,52.56,29.35,17,11,2,9,73.73,98.2,58.79,0.331,0.784,0.803,0.104,0.495,Pass
S2388,35,Male,Diploma,2.51,106,25.78,18.22,15,9,0,7,83.29,63.18,79.51,0.529,0.03,0.717,0.367,0.418,Fail
S2389,30,Male,BSc,3.72,121,58.2,17.43,21,6,4,1,43.0,69.9,65.43,0.61,0.469,0.748,0.596,0.226,Pass
S2390,38,Female,Diploma,3.4,132,44.47,44.12,21,11,0,9,52.21,49.63,67.15,0.87,0.216,0.714,0.792,0.688,Fail
S2391,38,Female,BSc,3.1,118,29.65,11.53,20,16,4,6,77.27,51.77,61.5,0.422,0.878,0.328,0.687,0.878,Pass
S2392,35,Male,BSc,3.22,127,45.08,27.3,11,13,0,8,68.65,76.12,70.94,0.155,0.653,0.901,0.103,0.146,Pass
S2393,22,Male,Diploma,2.18,126,10.83,47.88,19,9,1,3,76.28,77.62,46.08,0.378,0.994,0.224,0.325,0.835,Pass
S2394,30,Male,BSc,2.95,137,17.31,33.13,14,8,5,3,45.34,60.5,44.53,0.131,0.996,0.739,0.959,0.144,Fail
S2395,21,Male,MSc,2.39,123,51.48,37.27,15,11,4,9,79.15,62.44,95.94,0.232,0.371,0.051,0.061,0.904,Pass
S2396,34,Female,BSc,2.42,114,42.28,24.41,9,13,4,9,88.22,70.37,61.53,0.043,0.75,0.718,0.073,0.188,Pass
S2397,20,Other,MSc,3.32,121,28.21,5.9,12,10,3,5,72.78,96.39,87.9,0.455,0.642,0.896,0.527,0.936,Fail
S2398,34,Male,Diploma,3.82,110,35.03,34.08,18,12,0,5,61.44,48.98,94.18,0.19,0.623,0.845,0.233,0.789,Fail
S2399,28,Female,BSc,2.81,110,55.26,33.44,18,5,4,3,50.48,73.09,73.04,0.4,1.0,0.092,0.553,0.783,Pass
S2400,38,Female,MSc,2.42,120,41.58,9.97,15,10,4,7,55.92,43.49,50.92,0.676,0.506,0.513,0.405,0.342,Pass
S2401,37,Female,BSc,3.3,123,29.91,25.8,20,9,0,7,71.35,67.5,77.59,0.594,0.748,0.279,0.947,0.365,Fail
S2402,38,Male,MSc,3.74,104,16.02,46.19,18,16,0,3,55.33,63.83,60.16,0.434,0.411,0.111,0.116,0.795,Fail
S2403,21,Other,BSc,3.5,123,24.69,14.23,19,13,2,8,86.68,49.85,98.11,0.381,0.216,0.708,0.96,0.937,Pass
S2404,19,Male,BSc,3.74,122,58.92,25.75,15,11,3,6,47.9,49.84,86.79,0.723,0.192,0.154,0.871,0.963,Pass
S2405,37,Male,BSc,3.07,127,31.87,25.75,17,7,4,3,70.99,67.01,87.05,0.622,0.901,0.815,0.154,0.223,Fail
S2406,33,Male,BSc,3.5,123,33.59,41.48,24,8,0,6,69.76,47.6,71.21,0.068,0.474,0.324,0.426,0.009,Pass
S2407,35,Female,Diploma,2.28,137,34.93,42.11,21,5,4,1,48.33,57.69,30.59,0.721,0.201,0.368,0.402,0.066,Fail
S2408,25,Male,BSc,2.7,132,54.21,39.17,10,11,2,6,99.7,44.27,88.23,0.366,0.9,0.893,0.025,0.03,Fail
S2409,20,Male,BSc,2.78,124,40.2,21.45,15,11,2,7,89.39,57.84,31.78,0.594,0.205,0.899,0.483,0.326,Pass
S2410,26,Male,BSc,3.02,131,44.68,8.24,17,15,4,4,63.19,72.02,38.57,0.953,0.318,0.321,0.133,0.222,Fail
S2411,37,Female,BSc,3.86,114,29.47,20.73,20,12,3,4,81.09,84.63,88.71,0.76,0.76,0.387,0.349,0.418,Fail
S2412,23,Female,MSc,3.75,136,11.45,35.59,16,12,1,3,82.99,89.82,45.32,0.301,0.608,0.837,0.009,0.936,Fail
S2413,27,Male,Diploma,2.27,126,56.55,36.62,10,11,4,5,79.07,60.27,88.88,0.118,0.9,0.234,0.917,0.787,Fail
S2414,38,Female,BSc,2.35,132,57.46,48.43,17,6,2,1,65.95,96.33,46.54,0.269,0.028,0.716,0.822,0.68,Pass
S2415,27,Female,Diploma,2.72,118,57.46,25.41,12,15,3,6,93.11,54.44,83.95,0.382,0.127,0.347,0.269,0.723,Fail
S2416,30,Female,MSc,2.58,112,57.18,33.46,12,15,5,2,86.29,44.83,67.95,0.159,0.82,0.612,0.483,0.36,Pass
S2417,34,Male,BSc,3.23,116,50.76,29.26,20,6,0,4,72.52,95.5,76.97,0.507,0.54,0.237,0.989,0.91,Fail
S2418,26,Female,MSc,3.81,131,44.23,11.78,12,8,5,6,40.15,72.39,88.67,0.391,0.254,0.307,0.98,0.407,Pass
S2419,34,Other,MSc,3.92,110,52.23,25.75,13,19,3,6,53.4,61.08,98.88,0.912,0.059,0.777,0.762,0.651,Fail
S2420,26,Female,MSc,3.31,125,40.03,29.52,12,10,3,7,70.53,93.89,36.0,0.121,0.981,0.213,0.71,0.751,Fail
S2421,26,Male,Diploma,3.68,121,16.72,47.78,13,15,4,1,93.94,86.54,77.98,0.76,0.826,0.989,0.096,0.472,Fail
S2422,18,Female,BSc,3.05,102,29.56,21.49,19,11,3,6,77.72,89.95,97.11,0.975,0.882,0.991,0.582,0.673,Fail
S2423,19,Female,Diploma,2.42,111,58.56,49.1,13,14,0,9,65.07,57.54,56.17,0.264,0.458,0.021,0.72,0.926,Pass
S2424,33,Female,MSc,3.05,120,27.56,29.4,15,12,5,8,42.87,92.41,53.36,0.112,0.454,0.623,0.632,0.307,Fail
S2425,18,Male,BSc,3.11,128,53.39,15.91,13,9,4,8,75.84,78.99,77.6,0.02,0.888,0.092,0.178,0.963,Pass
S2426,27,Male,MSc,3.48,121,14.66,13.62,11,13,2,6,61.05,84.28,58.14,0.5,0.874,0.897,0.989,0.041,Fail
S2427,35,Female,BSc,2.44,112,26.71,11.38,14,14,0,4,72.24,58.75,45.01,0.053,0.191,0.656,0.262,0.496,Fail
S2428,25,Female,Diploma,2.74,123,27.55,25.38,14,8,4,1,85.99,54.7,41.3,0.786,0.186,0.286,0.728,0.008,Fail
S2429,38,Male,MSc,2.73,127,12.58,5.99,19,11,4,5,88.22,64.49,43.48,0.757,0.676,0.13,0.244,0.015,Fail
S2430,28,Other,BSc,3.92,99,15.95,25.03,11,13,1,5,91.86,74.51,79.3,0.581,0.397,0.423,0.103,0.352,Fail
S2431,19,Male,BSc,2.89,141,19.66,49.48,19,16,0,7,78.16,79.96,94.31,0.919,0.065,0.975,0.848,0.203,Pass
S2432,25,Female,MSc,3.51,113,51.89,35.15,14,14,3,1,94.34,69.88,86.42,0.705,0.091,0.16,0.488,0.4,Pass
S2433,39,Female,BSc,3.5,118,13.17,39.19,16,5,0,6,81.44,81.93,61.37,0.815,0.939,0.943,0.147,0.686,Pass
S2434,25,Female,BSc,2.53,116,24.94,10.36,8,3,0,7,87.03,82.5,67.0,0.571,0.37,0.995,0.456,0.665,Pass
S2435,34,Other,BSc,3.14,136,10.51,26.29,12,11,1,1,81.13,79.96,73.41,0.503,0.103,0.141,0.75,0.802,Fail
S2436,32,Male,BSc,3.79,145,44.78,17.88,15,8,3,3,92.31,55.07,70.6,0.364,0.067,0.957,0.497,0.134,Pass
S2437,34,Female,BSc,2.95,142,41.02,45.23,17,7,5,9,53.37,66.78,97.79,0.198,0.045,0.71,0.704,0.603,Fail
S2438,30,Male,BSc,3.89,118,42.25,13.16,10,12,1,8,85.59,85.94,92.07,0.546,0.381,0.951,0.801,0.908,Pass
S2439,36,Female,BSc,2.43,125,28.72,25.64,13,14,1,6,47.03,93.22,33.05,0.312,0.978,0.165,0.056,0.32,Fail
S2440,22,Female,MSc,2.15,128,20.41,31.46,12,9,1,8,45.52,70.07,88.5,0.201,0.518,0.35,0.172,0.844,Pass
S2441,29,Female,MSc,3.78,118,46.02,28.13,17,11,0,2,69.5,99.21,37.98,0.508,0.11,0.075,0.383,0.908,Pass
S2442,18,Male,BSc,3.7,108,50.56,42.36,14,14,5,7,58.01,50.48,78.31,0.508,0.139,0.247,0.049,0.832,Fail
S2443,22,Female,BSc,3.99,124,16.93,15.42,14,14,1,2,73.8,53.46,50.0,0.946,0.078,0.173,0.171,0.804,Pass
S2444,25,Male,MSc,3.36,108,34.34,21.98,15,12,2,3,80.66,67.65,84.14,0.839,0.419,0.969,0.259,0.525,Fail
S2445,30,Male,BSc,3.87,108,22.44,40.64,13,10,3,2,53.59,70.52,30.6,0.996,0.827,0.487,0.109,0.904,Fail
S2446,25,Female,BSc,3.65,111,18.41,28.76,15,5,5,5,82.0,65.47,56.76,0.542,0.308,0.451,0.311,0.551,Fail
S2447,28,Female,BSc,3.69,135,46.72,23.1,11,12,3,5,99.73,65.82,31.51,0.273,0.446,0.426,0.616,0.014,Pass
S2448,18,Female,Diploma,3.14,128,36.9,6.32,18,5,5,6,85.6,69.24,96.75,0.599,0.593,0.392,0.247,0.839,Fail
S2449,30,Male,MSc,2.76,116,20.81,38.9,14,8,1,6,50.43,59.21,31.08,0.345,0.312,0.463,0.278,0.831,Pass
S2450,36,Male,MSc,3.87,109,25.5,48.75,19,8,5,7,78.02,47.86,40.87,0.565,0.754,0.745,0.788,0.869,Pass
S2451,20,Female,MSc,2.86,101,58.33,32.91,18,8,0,8,40.57,97.37,67.75,0.919,0.384,0.444,0.05,0.926,Pass
S2452,34,Female,MSc,3.08,147,52.43,43.54,13,10,5,4,68.18,87.7,75.23,0.587,0.712,0.436,0.474,0.543,Fail
S2453,22,Male,BSc,2.89,108,54.0,28.26,11,14,4,9,72.0,88.89,81.03,0.795,0.613,0.811,0.217,0.206,Fail
